season,game_id,team,passer_player_id,n,epa,name
2019,2019_08_CLE_NE,CLE,00-0034855,36,-9.197321541844524,B.Mayfield
2019,2019_08_CLE_NE,NE,00-0019596,39,5.203697566407288,T.Brady
2019,2019_08_DEN_IND,DEN,00-0026158,35,-7.112248691653232,J.Flacco
2019,2019_08_DEN_IND,IND,00-0033119,28,-5.4409642226255475,J.Brissett
2019,2019_08_GB_KC,GB,00-0023459,38,13.788599677070836,A.Rodgers
2019,2019_08_GB_KC,KC,00-0025708,38,7.400892836258557,M.Moore
2019,2019_08_LAC_CHI,CHI,00-0033869,38,-3.722353285545678,M.Trubisky
2019,2019_08_LAC_CHI,LAC,00-0022942,30,-0.5908210777966616,P.Rivers
2019,2019_08_MIA_PIT,MIA,00-0023682,38,-3.2320515802130103,R.Fitzpatrick
2019,2019_08_MIA_PIT,PIT,00-0034771,38,3.6197603112459165,M.Rudolph
2019,2019_08_NYG_DET,DET,00-0026498,36,16.986739607612257,M.Stafford
2019,2019_08_NYG_DET,NYG,00-0035710,45,0.8155498884008265,D.Jones
2019,2019_08_NYJ_JAX,JAX,00-0035289,36,12.338720282982957,G.Minshew II
2019,2019_08_NYJ_JAX,NYJ,00-0034869,39,-9.65003450647043,S.Darnold
2019,2019_08_OAK_HOU,HOU,00-0033537,42,10.615891871995498,D.Watson
2019,2019_08_OAK_HOU,LV,00-0031280,30,14.74048679560623,D.Carr
2019,2019_08_PHI_BUF,BUF,00-0034857,38,-4.970023579720873,J.Allen
2019,2019_08_PHI_BUF,PHI,00-0032950,27,3.8239763149861408,C.Wentz
2019,2019_08_SEA_ATL,ATL,00-0022787,54,17.86753664822274,M.Schaub
2019,2019_08_SEA_ATL,SEA,00-0029263,22,8.225665668682835,R.Wilson
2019,2019_08_TB_TEN,TB,00-0031503,47,2.781986812299854,J.Winston
2019,2019_08_TB_TEN,TEN,00-0029701,36,3.225798157706355,R.Tannehill
2019,2019_08_WAS_MIN,MIN,00-0029604,29,12.152222205652096,K.Cousins
2019,2019_08_WAS_MIN,WAS,00-0028986,18,0.8701659142868698,C.Keenum
2019,2019_08_WAS_MIN,WAS,00-0035232,7,-9.431494514611295,D.Haskins
2019,2019_09_CHI_PHI,CHI,00-0033869,24,-6.46577211539261,M.Trubisky
2019,2019_09_CHI_PHI,PHI,00-0032950,43,6.534390269299422,C.Wentz
2019,2019_09_CLE_DEN,CLE,00-0034855,44,7.0560430884701235,B.Mayfield
2019,2019_09_CLE_DEN,DEN,00-0032434,23,2.0701878344668967,B.Allen
2019,2019_09_DAL_NYG,DAL,00-0033077,35,9.074842749452863,D.Prescott
2019,2019_09_DAL_NYG,NYG,00-0035710,46,-12.924077086202052,D.Jones
2019,2019_09_DET_OAK,DET,00-0026498,43,12.592699143463461,M.Stafford
2019,2019_09_DET_OAK,LV,00-0031280,32,12.186126348696519,D.Carr
2019,2019_09_GB_LAC,GB,00-0023459,38,-3.262672418682988,A.Rodgers
2019,2019_09_GB_LAC,LAC,00-0022942,30,9.793150316929156,P.Rivers
2019,2019_09_HOU_JAX,HOU,00-0033537,29,14.430471978937657,D.Watson
2019,2019_09_HOU_JAX,JAX,00-0034437,1,-3.830033043283038,L.Cooke
2019,2019_09_HOU_JAX,JAX,00-0035289,50,-12.307640848373932,G.Minshew II
2019,2019_09_IND_PIT,IND,00-0026625,31,-9.53608423554385,B.Hoyer
2019,2019_09_IND_PIT,IND,00-0033119,6,3.287900064548012,J.Brissett
2019,2019_09_IND_PIT,PIT,00-0034771,36,-0.8456301456319144,M.Rudolph
2019,2019_09_MIN_KC,KC,00-0025708,39,2.5455976401526783,M.Moore
2019,2019_09_MIN_KC,MIN,00-0029604,39,10.425600109331823,K.Cousins
2019,2019_09_NE_BAL,BAL,00-0034796,24,12.71847817426922,L.Jackson
2019,2019_09_NE_BAL,NE,00-0019596,48,2.1001360716636572,T.Brady
2019,2019_09_NYJ_MIA,MIA,00-0023682,40,12.872626873627242,R.Fitzpatrick
2019,2019_09_NYJ_MIA,NYJ,00-0034869,41,2.7564704831035165,S.Darnold
2019,2019_09_SF_ARI,ARI,00-0035228,28,5.414916700556964,K.Murray
2019,2019_09_SF_ARI,SF,00-0031345,38,21.886934804613702,J.Garoppolo
2019,2019_09_TB_SEA,SEA,00-0029263,47,16.47228930761717,R.Wilson
2019,2019_09_TB_SEA,TB,00-0031503,46,10.777608861619047,J.Winston
2019,2019_09_TEN_CAR,CAR,00-0034577,35,4.271298810151205,K.Allen
2019,2019_09_TEN_CAR,TEN,00-0029701,42,3.994524911203288,R.Tannehill
2019,2019_09_WAS_BUF,BUF,00-0034857,22,7.5570413155280916,Jos.Allen
2019,2019_09_WAS_BUF,WAS,00-0035232,26,-5.298543296337437,D.Haskins
2019,2019_10_ARI_TB,ARI,00-0022824,1,4.240687240380794,A.Lee
2019,2019_10_ARI_TB,ARI,00-0035228,46,5.7762987127748655,K.Murray
2019,2019_10_ARI_TB,TB,00-0031503,52,0.623025261548892,J.Winston
2019,2019_10_ATL_NO,ATL,00-0026143,36,-0.6525643447244307,M.Ryan
2019,2019_10_ATL_NO,NO,00-0020531,49,-17.505181685771543,D.Brees
